Date,FIPS,MMWR_week,Recip_County,Recip_State,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_5Plus,Administered_Dose1_Recip_5PlusPop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_5Plus,Series_Complete_5PlusPop_Pct,Series_Complete_5to17,Series_Complete_5to17Pop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Booster_Doses,Booster_Doses_Vax_Pct,Booster_Doses_5Plus,Booster_Doses_5Plus_Vax_Pct,Booster_Doses_12Plus,Booster_Doses_12Plus_Vax_Pct,Booster_Doses_18Plus,Booster_Doses_18Plus_Vax_Pct,Booster_Doses_50Plus,Booster_Doses_50Plus_Vax_Pct,Booster_Doses_65Plus,Booster_Doses_65Plus_Vax_Pct,Second_Booster_50Plus,Second_Booster_50Plus_Vax_Pct,Second_Booster_65Plus,Second_Booster_65Plus_Vax_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_5PlusPop_Pct_SVI,Series_Complete_5to17Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI,Metro_status,Series_Complete_Pop_Pct_UR_Equity,Series_Complete_5PlusPop_Pct_UR_Equity,Series_Complete_5to17Pop_Pct_UR_Equity,Series_Complete_12PlusPop_Pct_UR_Equity,Series_Complete_18PlusPop_Pct_UR_Equity,Series_Complete_65PlusPop_Pct_UR_Equity,Booster_Doses_Vax_Pct_SVI,Booster_Doses_12PlusVax_Pct_SVI,Booster_Doses_18PlusVax_Pct_SVI,Booster_Doses_65PlusVax_Pct_SVI,Booster_Doses_Vax_Pct_UR_Equity,Booster_Doses_12PlusVax_Pct_UR_Equity,Booster_Doses_18PlusVax_Pct_UR_Equity,Booster_Doses_65PlusVax_Pct_UR_Equity,Census2019,Census2019_5PlusPop,Census2019_5to17Pop,Census2019_12PlusPop,Census2019_18PlusPop,Census2019_65PlusPop,Bivalent_Booster_5Plus,Bivalent_Booster_5Plus_Pop_Pct,Bivalent_Booster_12Plus,Bivalent_Booster_12Plus_Pop_Pct,Bivalent_Booster_18Plus,Bivalent_Booster_18Plus_Pop_Pct,Bivalent_Booster_65Plus,Bivalent_Booster_65Plus_Pop_Pct
12/31/2021,31167,52,Stanton County,NE,90.3,,0,,0,,0,,0,,0,1606,27.1,1606,29,,,1588,31.8,1518,33.9,533,48.1,776,48.3,,,,,772,50.9,628,65.6,429,80.5,,,,,A,1,1,,2,2,2,Non-metro,5,5,,6,6,6,,,,,,,,,5920,5546,,4991,4477,1109,,,,,,,,
12/31/2021,31083,52,Harlan County,NE,90.3,1321,39.1,,0,,0,,0,,0,1310,38.8,1310,40.8,,,1303,44.6,1237,46.3,586,63.5,649,49.5,,,,,647,52.3,551,60.2,382,65.2,,,,,A,2,3,,3,3,3,Non-metro,6,7,,7,7,7,,,,,,,,,3380,3214,,2919,2673,923,,,,,,,,
12/31/2021,08051,52,Gunnison County,CO,97.3,12939,74.1,12939,77.2,12490,80,11745,80.7,2453,95,11675,66.9,11675,69.7,,,11384,72.9,10739,73.8,2260,94.8,5406,46.3,,,,,5382,50.1,3137,64.7,1639,72.5,,,,,A,4,4,,4,4,4,Non-metro,8,8,,8,8,8,,,,,,,,,17462,16752,,15621,14547,2384,,,,,,,,
12/31/2021,42105,52,Potter County,PA,94.6,5991,36.3,5991,38.2,5893,40.9,5624,42.7,2298,56.8,5759,34.8,5759,36.7,,,5700,39.6,5478,41.6,2295,56.8,2101,36.5,,,,,2097,38.3,1800,45.8,1231,53.6,,,,,B,6,6,,6,7,7,Non-metro,6,6,,6,7,7,,,,,,,,,16526,15695,,14398,13183,4043,,,,,,,,
12/31/2021,72093,52,Maricao Municipio,PR,95.9,3978,73.3,3978,76.1,3813,78.7,3484,78,901,75,3523,64.9,3523,67.4,,,3443,71.1,3158,70.7,809,67.4,834,23.7,,,,,829,26.3,564,34.5,324,40,,,,,D,16,16,,16,16,15,Non-metro,8,8,,8,8,7,,,,,,,,,5430,5228,,4843,4468,1201,,,,,,,,
12/31/2021,55125,52,Vilas County,WI,96.8,15587,70.2,15587,73.5,15386,77.7,14860,80.5,7053,95,14082,63.4,14082,66.4,,,13986,70.6,13525,73.3,6465,93.9,6544,46.5,,,,,6540,48.4,5809,55,4099,63.4,,,,,A,4,4,,4,4,4,Non-metro,8,8,,8,8,8,,,,,,,,,22195,21211,,19801,18449,6886,,,,,,,,
12/31/2021,41065,52,Wasco County,OR,97.8,18547,69.5,18547,74.1,18023,79.3,16831,81,5406,95,16754,62.8,16754,67,,,16440,72.4,15390,74,4980,88.9,6418,38.3,,,,,6389,41.5,4797,54.5,3210,64.5,,,,,D,16,16,,16,16,16,Non-metro,8,8,,8,8,8,,,,,,,,,26682,25015,,22715,20789,5600,,,,,,,,
12/31/2021,36031,52,Essex County,NY,97.6,27383,74.2,27383,77.3,26557,80,24949,80.5,8031,89.7,25435,69,25435,71.8,,,24821,74.8,23348,75.4,7506,83.9,11234,44.2,,,,,11156,47.8,8509,59.4,5088,67.8,,,,,B,8,8,,8,8,8,Non-metro,8,8,,8,8,8,,,,,,,,,36885,35406,,33195,30977,8949,,,,,,,,
12/31/2021,05073,52,Lafayette County,AR,90.4,3092,46.7,3090,49.1,3069,52.4,2953,54.7,1046,63.9,2626,39.6,2626,41.7,,,2619,44.7,2529,46.8,925,56.5,695,26.5,,,,,695,27.5,640,37.2,444,48,,,,,D,14,15,,15,15,15,Non-metro,6,7,,7,7,7,,,,,,,,,6624,6294,,5854,5401,1637,,,,,,,,
12/31/2021,12105,52,Polk County,FL,98.7,454134,62.7,453895,66.4,446873,72,420399,74.3,141142,95,391361,54,391311,57.3,,,387258,62.4,364744,64.5,123690,83.5,115301,29.5,,,,,114805,31.5,92320,42.2,62739,50.7,,,,,D,16,16,,16,16,16,Metro,4,4,,4,4,4,,,,,,,,,724777,683219,,621086,565542,148168,,,,,,,,
12/31/2021,17147,52,Piatt County,IL,98,10323,63.2,10323,66.9,9881,70.4,9208,72.3,3065,94.6,9441,57.8,9441,61.2,,,9098,64.8,8484,66.6,2888,89.1,4314,45.7,,,,,4280,50.4,3225,61.9,2159,74.8,,,,,A,4,4,,4,4,4,Metro,4,4,,4,4,4,,,,,,,,,16344,15422,,14036,12738,3240,,,,,,,,
12/31/2021,UNK,52,Unknown County,NV,94.9,131012,0,131007,0,129415,0,124177,0,22579,0,88523,0,88523,0,,,87844,0,85112,0,16016,0,21338,24.1,,,,,21311,25,17514,43.1,12359,77.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2021,72087,52,Loiza Municipio,PR,95.9,15756,64.2,15753,66.5,15299,69.9,13920,70.3,3489,73.8,12874,52.4,12871,54.3,,,12651,57.8,11535,58.2,2704,57.2,2019,15.7,,,,,2005,17.4,1252,21.6,584,21.6,,,,,D,16,16,,16,16,15,Metro,4,4,,4,4,3,,,,,,,,,24553,23692,,21898,19813,4728,,,,,,,,
12/31/2021,31001,52,Adams County,NE,90.3,,0,,0,,0,,0,,0,12512,39.9,12511,42.6,,,12438,46.9,11794,49.1,3883,65.6,6765,54.1,,,,,6751,57.2,5286,74.2,3453,88.9,,,,,B,6,7,,7,7,7,Non-metro,6,7,,7,7,7,,,,,,,,,31363,29342,,26543,24020,5916,,,,,,,,
12/31/2021,28019,52,Choctaw County,MS,98.3,3203,39,3203,41.2,3193,45.1,3004,46.5,1006,55,2793,34,2793,35.9,,,2789,39.4,2624,40.7,939,51.3,631,22.6,,,,,631,24,544,31.3,382,40.7,,,,,D,14,14,,14,15,15,Non-metro,6,6,,6,7,7,,,,,,,,,8210,7779,,7074,6455,1829,,,,,,,,
12/31/2021,27135,52,Roseau County,MN,94.5,8118,53.5,8118,56.8,8007,62.5,7568,65.8,2492,90.6,7490,49.4,7490,52.4,,,7420,57.9,7000,60.9,2324,84.5,3052,40.7,,,,,3042,43.5,2539,55.5,1538,66.2,,,,,A,3,4,,4,4,4,Non-metro,7,8,,8,8,8,,,,,,,,,15165,14291,,12807,11497,2750,,,,,,,,
12/31/2021,12111,52,St. Lucie County,FL,98.7,212553,64.7,212516,68.1,209882,73.2,198435,75.1,75736,93.6,182271,55.5,182265,58.4,,,180741,63,170810,64.7,65729,81.2,60337,33.1,,,,,60111,35.2,51648,45.6,35873,54.6,,,,,C,12,12,,12,12,12,Metro,4,4,,4,4,4,,,,,,,,,328297,311848,,286823,264186,80928,,,,,,,,
12/31/2021,31091,52,Hooker County,NE,90.3,,0,,0,,0,,0,,0,281,41.2,281,43.6,,,280,47.5,271,50.3,149,70.6,158,56.2,,,,,156,57.6,134,66.3,108,72.5,,,,,A,3,3,,3,4,4,Non-metro,7,7,,7,8,8,,,,,,,,,682,644,,590,539,211,,,,,,,,
12/31/2021,37003,52,Alexander County,NC,97.2,19893,53.1,19893,55.8,19668,60,18985,63.2,6723,87.7,16163,43.1,16163,45.4,,,16035,48.9,15445,51.4,5396,70.4,4457,27.6,,,,,4442,28.8,3614,35.8,2359,43.7,,,,,C,11,11,,11,12,12,Metro,3,3,,3,4,4,,,,,,,,,37497,35620,,32781,30040,7667,,,,,,,,
12/31/2021,18163,52,Vanderburgh County,IN,98.6,109610,60.4,109607,64.2,107416,69.1,101371,71.2,29419,93.4,99967,55.1,99966,58.6,,,98919,63.7,93638,65.8,28008,88.9,37635,37.6,,,,,37430,40,28455,52.6,18082,64.6,,,,,C,12,12,,12,12,12,Metro,4,4,,4,4,4,,,,,,,,,181451,170632,,155370,142385,31490,,,,,,,,
12/31/2021,37081,52,Guilford County,NC,97.2,438846,81.7,438796,86.7,428269,93.2,401920,95,112739,95,311786,58,311765,61.6,,,305310,66.4,284106,67.9,72924,87.4,46173,14.8,,,,,45754,16.1,30863,20.4,16475,22.6,,,,,C,12,12,,12,12,12,Metro,4,4,,4,4,4,,,,,,,,,537174,505896,,459608,418240,83442,,,,,,,,
12/31/2021,45019,52,Charleston County,SC,93.9,297769,72.4,297716,76.7,288358,80.8,272102,82.1,68667,95,254791,61.9,254769,65.7,,,248479,69.7,234460,70.8,61053,87.4,90284,35.4,,,,,89682,38.3,59732,50.4,37286,61.1,,,,,B,8,8,,8,8,8,Metro,4,4,,4,4,4,,,,,,,,,411406,387944,,356715,331391,69826,,,,,,,,
12/31/2021,20003,52,Anderson County,KS,93.7,3635,46.3,3635,49.6,3582,54.7,3414,58.5,1302,77.2,3214,40.9,3214,43.8,,,3196,48.8,3054,52.3,1196,70.9,1114,34.7,,,,,1111,36.4,934,46.8,664,55.5,,,,,A,3,3,,3,4,4,Non-metro,7,7,,7,8,8,,,,,,,,,7858,7333,,6543,5838,1687,,,,,,,,
12/31/2021,08041,52,El Paso County,CO,97.3,485814,67.4,485797,72.2,472161,77.9,440471,80.3,90738,95,426920,59.3,426914,63.4,,,417667,68.9,389234,70.9,83108,87.3,144955,34,,,,,143851,37,96305,54.1,54439,65.5,,,,,B,8,8,,8,8,8,Metro,4,4,,4,4,4,,,,,,,,,720403,672877,,606042,548773,95178,,,,,,,,
12/31/2021,37101,52,Johnston County,NC,97.2,135246,64.6,135234,68.9,132079,75.2,122586,78.3,30524,95,103332,49.4,103322,52.6,,,101600,57.9,94191,60.2,23101,80.9,19195,18.6,,,,,19048,20.2,14086,28.2,8310,36,,,,,C,11,12,,12,12,12,Metro,3,4,,4,4,4,,,,,,,,,209339,196283,,175612,156585,28558,,,,,,,,
12/31/2021,37031,52,Carteret County,NC,97.2,52822,76,52822,79.2,52175,84.1,50257,87.3,21311,95,38075,54.8,38075,57.1,,,37718,60.8,36184,62.9,14529,81.3,7084,18.6,,,,,7062,19.5,5969,23.6,3990,27.5,,,,,B,8,8,,8,8,8,Non-metro,8,8,,8,8,8,,,,,,,,,69473,66672,,62070,57537,17867,,,,,,,,
12/31/2021,45031,52,Darlington County,SC,93.9,35423,53.2,35415,56.4,35064,61.3,33478,64.4,11576,89.1,30638,46,30633,48.8,,,30446,53.3,29125,56.1,10331,79.5,8823,28.8,,,,,8794,30.2,7566,39.6,5245,50.8,,,,,D,15,15,,16,16,16,Metro,3,3,,4,4,4,,,,,,,,,66618,62767,,57164,51956,12991,,,,,,,,
12/31/2021,30081,52,Ravalli County,MT,95.8,23019,52.5,23017,55.1,22656,58.6,21712,61,9625,82.8,20551,46.9,20551,49.2,,,20292,52.5,19461,54.7,8762,75.4,9523,46.3,,,,,9496,48.8,7999,56.8,5674,64.8,,,,,A,3,3,,4,4,4,Non-metro,7,7,,8,8,8,,,,,,,,,43806,41802,,38686,35591,11628,,,,,,,,
12/31/2021,37103,52,Jones County,NC,97.2,5771,61.3,5769,64.4,5687,68.4,5444,70.7,2113,93.6,4554,48.3,4554,50.8,,,4524,54.4,4321,56.1,1697,75.2,1170,25.7,,,,,1169,27.1,1026,34.2,716,42.2,,,,,D,15,16,,16,16,16,Metro,3,4,,4,4,4,,,,,,,,,9419,8956,,8314,7704,2257,,,,,,,,
12/31/2021,40095,52,Marshall County,OK,94,8958,52.9,8958,56.2,8867,61.5,8409,64.5,3188,86.1,7218,42.6,7218,45.3,,,7169,49.7,6806,52.2,2661,71.9,2249,31.2,,,,,2240,32.9,1936,41.3,1347,50.6,,,,,D,15,15,,15,16,16,Non-metro,7,7,,7,8,8,,,,,,,,,16931,15931,,14415,13028,3702,,,,,,,,
12/31/2021,20019,52,Chautauqua County,KS,93.7,1465,45.1,1465,47.3,1453,51.3,1424,54.6,585,64.8,1279,39.4,1279,41.3,,,1276,45.1,1251,48,523,57.9,503,39.3,,,,,502,40.1,428,49.8,301,57.6,,,,,C,10,11,,11,11,11,Non-metro,6,7,,7,7,7,,,,,,,,,3250,3097,,2830,2606,903,,,,,,,,
12/31/2021,37017,52,Bladen County,NC,97.2,18852,57.6,18850,60.6,18736,65.6,17825,68.4,6499,87.1,15254,46.6,15253,49,,,15202,53.2,14493,55.6,5324,71.4,1766,11.6,,,,,1751,12.1,1479,15.6,1023,19.2,,,,,D,15,15,,16,16,16,Non-metro,7,7,,8,8,8,,,,,,,,,32722,31131,,28574,26077,7459,,,,,,,,
12/31/2021,30105,52,Valley County,MT,95.8,3585,48.5,3584,51.5,3541,56.1,3398,59.3,1312,74.7,3279,44.3,3278,47.1,,,3260,51.6,3149,55,1264,72,1476,45,,,,,1471,46.7,1236,57.4,832,65.8,,,,,A,3,3,,4,4,4,Non-metro,7,7,,8,8,8,,,,,,,,,7396,6960,,6313,5726,1756,,,,,,,,
12/31/2021,13209,52,Montgomery County,GA,59.8,2520,27.5,2520,29,2491,31.3,2356,32.1,649,40.4,2221,24.2,2221,25.6,,,2204,27.7,2094,28.5,614,38.2,788,35.5,,,,,788,37.6,664,53.9,416,67.8,,,,,D,13,13,,13,13,14,Non-metro,5,5,,5,5,6,,,,,,,,,9172,8689,,7958,7342,1606,,,,,,,,
12/31/2021,17139,52,Moultrie County,IL,98,6468,44.6,6468,47.7,6374,52.4,6093,56.2,2385,84.8,5957,41.1,5957,43.9,,,5903,48.5,5656,52.2,2207,78.5,2437,40.9,,,,,2428,42.9,2046,54.1,1438,65.2,,,,,B,7,7,,7,8,8,Non-metro,7,7,,7,8,8,,,,,,,,,14501,13572,,12170,10837,2813,,,,,,,,
12/31/2021,37137,52,Pamlico County,NC,97.2,8638,67.9,8633,70.4,8554,74.1,8341,77.2,4011,95,6817,53.6,6817,55.6,,,6793,58.9,6635,61.4,3231,83.6,1874,27.5,,,,,1873,28.2,1709,32.9,1297,40.1,,,,,C,12,12,,12,12,12,Metro,4,4,,4,4,4,,,,,,,,,12726,12261,,11540,10805,3866,,,,,,,,
12/31/2021,51069,52,Frederick County,VA,80.6,49366,55.3,49360,58.7,48878,64.1,46037,66.7,13819,86.7,41455,46.4,41453,49.3,,,41128,54,38783,56.2,11661,73.2,6889,16.6,,,,,6853,17.7,5243,23.3,3351,28.7,,,,,A,3,3,,4,4,4,Metro,3,3,,4,4,4,,,,,,,,,89313,84089,,76221,69006,15939,,,,,,,,
12/31/2021,08115,52,Sedgwick County,CO,97.3,1221,54.3,1221,56.8,1203,60.9,1170,64.7,550,90.2,1118,49.7,1118,52,,,1107,56.1,1075,59.5,510,83.6,552,49.4,,,,,552,51.3,474,59.8,354,69.4,,,,,C,11,12,,12,12,12,Non-metro,7,8,,8,8,8,,,,,,,,,2248,2150,,1974,1808,610,,,,,,,,
12/31/2021,48319,52,Mason County,TX,99.1,2125,49.7,2124,52.3,2104,56.3,2043,59.9,962,77,1940,45.4,1939,47.7,,,1933,51.7,1878,55.1,923,73.8,803,41.4,,,,,803,42.8,734,50.4,544,58.9,,,,,B,7,7,,8,8,8,Non-metro,7,7,,8,8,8,,,,,,,,,4274,4065,,3739,3411,1250,,,,,,,,
12/31/2021,37109,52,Lincoln County,NC,97.2,52540,61,52539,64.3,51681,69.2,49255,72.5,16969,95,39897,46.3,39896,48.9,,,39360,52.7,37408,55,12244,79.2,6888,17.3,,,,,6853,18.3,5277,22.2,3106,25.4,,,,,B,7,7,,8,8,8,Metro,3,3,,4,4,4,,,,,,,,,86111,81663,,74647,67981,15456,,,,,,,,
12/31/2021,48133,52,Eastland County,TX,99.1,7552,41.1,7551,43.7,7515,47.4,7276,50.3,3019,74.5,6511,35.5,6510,37.7,,,6490,40.9,6328,43.7,2727,67.3,1973,30.3,,,,,1970,31.1,1744,37.9,1253,45.9,,,,,D,14,14,,15,15,15,Non-metro,6,6,,7,7,7,,,,,,,,,18360,17288,,15867,14477,4054,,,,,,,,
12/31/2021,20047,52,Edwards County,KS,93.7,1413,50.5,1413,53.6,1397,58.6,1332,62.1,521,86,1296,46.3,1296,49.1,,,1286,54,1222,57,492,81.2,514,39.7,,,,,514,42.1,445,52.2,286,58.1,,,,,B,7,7,,8,8,8,Non-metro,7,7,,8,8,8,,,,,,,,,2798,2638,,2382,2145,606,,,,,,,,
12/31/2021,13167,52,Johnson County,GA,59.8,2021,21,2021,22.2,1999,23.6,1868,23.9,377,21.1,1770,18.4,1770,19.4,,,1761,20.8,1641,21,359,20.1,876,49.5,,,,,876,53.4,712,83,442,95,,,,,D,13,13,,13,13,13,Non-metro,5,5,,5,5,5,,,,,,,,,9643,9121,,8485,7827,1790,,,,,,,,
12/31/2021,17185,52,Wabash County,IL,98,5804,50.4,5804,53.7,5746,58.4,5530,61.6,2098,85.2,5253,45.6,5253,48.6,,,5209,52.9,5016,55.9,1943,78.9,1976,37.6,,,,,1976,39.4,1684,49.8,1216,62.6,,,,,B,7,7,,8,8,8,Non-metro,7,7,,8,8,8,,,,,,,,,11520,10818,,9839,8970,2463,,,,,,,,
12/31/2021,51600,52,Fairfax city,VA,80.6,15766,65.6,15760,72.9,15555,78.9,14494,80,3076,88.1,13624,56.7,13622,63,,,13516,68.6,12612,69.6,2657,76.1,645,4.7,,,,,640,5.1,413,7.1,203,7.6,,,,,A,4,4,,4,4,4,Metro,4,4,,4,4,4,,,,,,,,,24019,21618,,19711,18113,3493,,,,,,,,
12/31/2021,27081,52,Lincoln County,MN,94.5,3018,53.5,3018,57.1,2940,61.7,2758,63.9,1218,86.1,2890,51.3,2890,54.7,,,2832,59.4,2661,61.6,1142,80.7,1444,50,,,,,1438,54,1229,65.3,847,74.2,,,,,A,4,4,,4,4,4,Non-metro,8,8,,8,8,8,,,,,,,,,5639,5288,,4767,4319,1415,,,,,,,,
12/31/2021,28035,52,Forrest County,MS,98.3,34284,45.8,34281,49,33932,53.9,31916,55.5,7744,74.4,29412,39.3,29411,42.1,,,29234,46.4,27581,47.9,7230,69.4,7043,23.9,,,,,7039,25.5,5497,37.8,3526,48.8,,,,,D,14,15,,15,15,15,Metro,2,3,,3,3,3,,,,,,,,,74897,69893,,63009,57524,10412,,,,,,,,
12/31/2021,01067,52,Henry County,AL,92.7,8967,52.1,8966,55,8923,59.5,8630,63,3304,82,7388,42.9,7388,45.3,,,7364,49.1,7140,52.1,2887,71.6,1915,25.9,,,,,1912,26.8,1717,35,1298,45,,,,,C,11,11,,11,12,12,Metro,3,3,,3,4,4,,,,,,,,,17205,16309,,14987,13697,4031,,,,,,,,
12/31/2021,05149,52,Yell County,AR,90.4,11211,52.5,11204,55.9,10990,61,10076,62.3,2661,69,9871,46.3,9871,49.3,,,9809,54.5,9070,56.1,2586,67,2697,27.3,,,,,2690,29.7,2167,42.3,1386,53.6,,,,,D,15,15,,16,16,15,Non-metro,7,7,,8,8,7,,,,,,,,,21341,20037,,18012,16163,3858,,,,,,,,
12/31/2021,UNK,52,Unknown County,NJ,93.8,,0,,0,,0,,0,,0,386811,0,386806,0,,,385489,0,337606,0,101900,0,39439,10.2,,,,,35579,10.5,18513,9.6,11789,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2021,29091,52,Howell County,MO,91.3,14812,36.9,14810,39.4,14655,43.4,13867,45.4,5007,62.1,12690,31.6,12690,33.8,,,12611,37.3,11940,39.1,4474,55.5,4191,33,,,,,4185,35.1,3523,46,2506,56,,,,,C,10,10,,10,10,11,Non-metro,6,6,,6,6,7,,,,,,,,,40117,37567,,33794,30535,8062,,,,,,,,
12/31/2021,13191,52,McIntosh County,GA,59.8,5909,41.1,5909,42.8,5887,45.4,5651,46.7,2247,55.5,5289,36.8,5289,38.3,,,5279,40.7,5081,42,2124,52.5,1804,34.1,,,,,1798,35.4,1586,43.5,1084,51,,,,,C,10,10,,11,11,11,Metro,2,2,,3,3,3,,,,,,,,,14378,13793,,12963,12111,4046,,,,,,,,
12/31/2021,17173,52,Shelby County,IL,98,9244,42.7,9244,45.2,9171,49.1,8894,52.1,3583,71.5,8602,39.8,8602,42.1,,,8560,45.8,8313,48.7,3390,67.6,3478,40.4,,,,,3471,41.8,3046,52.4,2151,63.5,,,,,A,2,3,,3,3,3,Non-metro,6,7,,7,7,7,,,,,,,,,21634,20451,,18697,17073,5014,,,,,,,,
12/31/2021,19087,52,Henry County,IA,97.4,11137,55.8,11137,59.1,10952,63.8,10439,66.6,3483,89.5,10275,51.5,10275,54.6,,,10151,59.2,9704,61.9,3219,82.7,4751,46.2,,,,,4737,48.8,3500,60.3,2291,71.2,,,,,B,8,8,,8,8,8,Non-metro,8,8,,8,8,8,,,,,,,,,19954,18833,,17155,15666,3892,,,,,,,,
12/31/2021,29123,52,Madison County,MO,91.3,5172,42.8,5172,45.4,5125,49.9,4913,52.8,1746,73.6,4484,37.1,4484,39.4,,,4461,43.4,4292,46.1,1589,67,1498,33.4,,,,,1495,34.8,1281,46.2,874,55,,,,,B,6,6,,7,7,7,Non-metro,6,6,,7,7,7,,,,,,,,,12088,11391,,10275,9307,2371,,,,,,,,
12/31/2021,37133,52,Onslow County,NC,97.2,138750,70.1,138745,76.7,136805,84.4,130693,87.5,25171,95,111699,56.4,111699,61.8,,,110681,68.3,105668,70.8,17933,94.3,8046,7.2,,,,,7989,7.6,6092,16.1,3735,20.8,,,,,C,12,12,,12,12,12,Metro,4,4,,4,4,4,,,,,,,,,197938,180787,,162055,149343,19026,,,,,,,,
12/31/2021,18097,52,Marion County,IN,98.6,573443,59.4,573391,64.1,557792,69.5,520486,71.5,109818,88.4,506980,52.6,506973,56.6,,,499635,62.3,468718,64.4,102876,82.8,165242,32.6,,,,,163911,35,106725,47.2,60679,59,,,,,D,16,16,,16,16,16,Metro,4,4,,4,4,4,,,,,,,,,964582,894936,,802450,727665,124220,,,,,,,,
12/31/2021,21161,52,Mason County,KY,94.1,9294,54.4,9294,57.9,9135,63.1,8659,66,2870,90,8291,48.6,8291,51.7,,,8205,56.7,7779,59.3,2589,81.2,3386,40.8,,,,,3372,43.3,2681,54.3,1611,62.2,,,,,C,11,12,,12,12,12,Non-metro,7,8,,8,8,8,,,,,,,,,17070,16052,,14483,13123,3190,,,,,,,,
12/31/2021,17025,52,Clay County,IL,98,5243,39.8,5243,42.3,5193,46.3,5039,49.4,2076,75.8,4875,37,4875,39.3,,,4840,43.1,4714,46.2,1992,72.8,1828,37.5,,,,,1822,38.7,1558,46.3,1116,56,,,,,C,10,10,,11,11,12,Non-metro,6,6,,7,7,8,,,,,,,,,13184,12391,,11221,10200,2738,,,,,,,,
12/31/2021,12123,52,Taylor County,FL,98.7,9924,46,9921,48.6,9871,52.8,9549,55.2,3701,81.8,8251,38.3,8251,40.4,,,8238,44.1,7962,46,3206,70.9,2145,26,,,,,2140,26.9,1935,33.7,1402,43.7,,,,,D,14,15,,15,15,16,Non-metro,6,7,,7,7,8,,,,,,,,,21569,20404,,18679,17310,4525,,,,,,,,
12/31/2021,02275,52,Wrangell City and Borough,AK,96.7,1460,58.4,1460,60.9,1415,65.1,1340,66.7,431,70.2,1411,56.4,1411,58.9,,,1375,63.3,1310,65.2,420,68.4,603,42.7,,,,,602,46,449,57,286,68.1,,,,,C,12,12,,12,12,11,Non-metro,8,8,,8,8,7,,,,,,,,,2502,2396,,2173,2009,614,,,,,,,,
12/31/2021,27099,52,Mower County,MN,94.5,25235,63,25234,67.5,24324,72.7,22467,74.9,6753,91,23669,59.1,23669,63.3,,,23004,68.8,21261,70.8,6590,88.8,10804,45.6,,,,,10732,50.5,8100,66.5,5019,76.2,,,,,C,12,12,,12,12,12,Non-metro,8,8,,8,8,8,,,,,,,,,40062,37396,,33441,30015,7419,,,,,,,,
12/31/2021,30087,52,Rosebud County,MT,95.8,8571,95,8567,95,8156,95,7139,95,1646,95,7192,80.5,7191,87.6,,,6996,95,6165,95,1523,95,2365,32.9,,,,,2350,38.1,1636,51.2,954,62.6,,,,,C,12,12,,12,12,12,Non-metro,8,8,,8,8,8,,,,,,,,,8937,8207,,7211,6368,1472,,,,,,,,
12/31/2021,48497,52,Wise County,TX,99.1,29329,41.9,29325,44.7,29069,49.4,27714,52.6,8093,76.4,25844,36.9,25844,39.4,,,25712,43.7,24612,46.7,7473,70.5,6455,25,,,,,6436,26.1,5264,34.4,3255,43.6,,,,,C,10,10,,11,11,12,Metro,2,2,,3,3,4,,,,,,,,,69984,65619,,58839,52703,10598,,,,,,,,
12/31/2021,22117,52,Washington Parish,LA,96.8,20833,45.1,20831,48.3,20707,53.1,19705,56,6626,77.5,18308,39.6,18308,42.5,,,18259,46.8,17458,49.6,6100,71.3,5625,30.7,,,,,5614,32.2,4888,42.9,3313,54.3,,,,,D,14,15,,15,15,16,Non-metro,6,7,,7,7,8,,,,,,,,,46194,43106,,39020,35181,8554,,,,,,,,
12/31/2021,23007,52,Franklin County,ME,96.5,20668,68.4,20667,71.5,20144,75.2,19113,76.9,6953,95,18472,61.2,18472,63.9,,,18094,67.6,17160,69,6113,89.2,8733,47.3,,,,,8685,50.6,6986,62.4,4413,72.2,,,,,A,4,4,,4,4,4,Non-metro,8,8,,8,8,8,,,,,,,,,30199,28887,,26784,24862,6856,,,,,,,,
12/31/2021,21107,52,Hopkins County,KY,94.1,24274,54.3,24274,57.8,23862,62.7,22664,65.6,7427,87.4,21986,49.2,21986,52.3,,,21724,57.1,20658,59.8,6913,81.4,8089,36.8,,,,,8068,39.1,6605,51.4,4278,61.9,,,,,C,11,12,,12,12,12,Non-metro,7,8,,8,8,8,,,,,,,,,44686,42008,,38065,34558,8494,,,,,,,,
